# op_idx  op_name                          input_shapes -> output_shapes
 281  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 282  MAX_POOL_2D                     in=['1x4x4x288']  -> out=['1x2x2x288']  consts=[]
 283  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 284  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 285  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 286  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 287  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 288  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 289  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 290  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 291  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 292  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 293  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 294  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 295  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 296  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 297  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 298  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
