# op_idx  op_name                          input_shapes -> output_shapes
 597  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 598  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 599  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 600  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 601  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 602  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 603  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 604  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 605  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 606  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 607  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 608  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 609  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 610  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 611  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 612  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 613  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 614  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 615  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 616  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 617  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 618  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 619  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 620  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 621  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 622  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 623  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 624  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 625  MAX_POOL_2D                     in=['1x4x4x288']  -> out=['1x2x2x288']  consts=[]
 626  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 627  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 628  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 629  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 630  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 631  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 632  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 633  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 634  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 635  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 636  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 637  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 638  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 639  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 640  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 641  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 642  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 643  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 644  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 645  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 646  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 647  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 648  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 649  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 650  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 651  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 652  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 653  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 654  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 655  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 656  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 657  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 658  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 659  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 660  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 661  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 662  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 663  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 664  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 665  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 666  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 667  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 668  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 669  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 670  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 671  DEPTHWISE_CONV_2D               in=['1x2x2x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 672  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 673  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 674  CONV_2D                         in=['1x2x2x288', '288x1x1x288', '288']  -> out=['1x2x2x288']  consts=[]
 675  ADD                             in=['1x2x2x288', '1x2x2x288']  -> out=['1x2x2x288']  consts=[]
 676  DEQUANTIZE                      in=[]  -> out=['195']  consts=['195']
 677  DEQUANTIZE                      in=[]  -> out=['195x2x2x288']  consts=['195x2x2x288']
 678  CONV_2D                         in=['1x2x2x288', '195x2x2x288', '195']  -> out=['1x1x1x195']  consts=[]
 679  RESHAPE                         in=['1x1x1x195']  -> out=['1x195']  consts=['2']
 680  DEQUANTIZE                      in=[]  -> out=['117x2x2x288']  consts=['117x2x2x288']
 681  DEQUANTIZE                      in=[]  -> out=['117']  consts=['117']
 682  CONV_2D                         in=['1x2x2x288', '117x2x2x288', '117']  -> out=['1x1x1x117']  consts=[]
 683  RESHAPE                         in=['1x1x1x117']  -> out=['1x117']  consts=['2']
 684  DEQUANTIZE                      in=[]  -> out=['1']  consts=['1']
 685  DEQUANTIZE                      in=[]  -> out=['1x2x2x288']  consts=['1x2x2x288']
 686  CONV_2D                         in=['1x2x2x288', '1x2x2x288', '1']  -> out=['1x1x1x1']  consts=[]
 687  LOGISTIC                        in=['1x1x1x1']  -> out=['1x1x1x1']  consts=[]
 688  RESHAPE                         in=['1x1x1x1']  -> out=['1x1']  consts=['2']
