# op_idx  op_name                          input_shapes -> output_shapes
 213  ADD                             in=['1x14x14x192', '1x14x14x192']  -> out=['1x14x14x192']  consts=[]
 214  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 215  DEPTHWISE_CONV_2D               in=['1x14x14x192', '1x3x3x192', '192']  -> out=['1x14x14x192']  consts=[]
 216  DENSIFY                         in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 217  DEQUANTIZE                      in=['192x1x1x192']  -> out=['192x1x1x192']  consts=[]
 218  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 219  CONV_2D                         in=['1x14x14x192', '192x1x1x192', '192']  -> out=['1x14x14x192']  consts=[]
 220  ADD                             in=['1x14x14x192', '1x14x14x192']  -> out=['1x14x14x192']  consts=[]
 221  DEPTH_TO_SPACE                  in=['1x14x14x192']  -> out=['1x28x28x48']  consts=[]
 222  RESIZE_BILINEAR                 in=['1x14x14x192']  -> out=['1x28x28x192']  consts=['2']
 223  DENSIFY                         in=[]  -> out=['96x1x1x192']  consts=['96x1x1x192']
 224  DEQUANTIZE                      in=['96x1x1x192']  -> out=['96x1x1x192']  consts=[]
 225  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 226  CONV_2D                         in=['1x28x28x192', '96x1x1x192', '96']  -> out=['1x28x28x96']  consts=[]
 227  ADD                             in=['1x28x28x96', '1x28x28x96']  -> out=['1x28x28x96']  consts=[]
 228  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 229  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 230  DEPTHWISE_CONV_2D               in=['1x28x28x96', '1x3x3x96', '96']  -> out=['1x28x28x96']  consts=[]
 231  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 232  DENSIFY                         in=[]  -> out=['96x1x1x96']  consts=['96x1x1x96']
 233  DEQUANTIZE                      in=['96x1x1x96']  -> out=['96x1x1x96']  consts=[]
 234  CONV_2D                         in=['1x28x28x96', '96x1x1x96', '96']  -> out=['1x28x28x96']  consts=[]
 235  ADD                             in=['1x28x28x96', '1x28x28x96']  -> out=['1x28x28x96']  consts=[]
 236  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 237  DEPTHWISE_CONV_2D               in=['1x28x28x96', '1x3x3x96', '96']  -> out=['1x28x28x96']  consts=[]
 238  DENSIFY                         in=[]  -> out=['96x1x1x96']  consts=['96x1x1x96']
 239  DEQUANTIZE                      in=['96x1x1x96']  -> out=['96x1x1x96']  consts=[]
 240  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 241  CONV_2D                         in=['1x28x28x96', '96x1x1x96', '96']  -> out=['1x28x28x96']  consts=[]
 242  ADD                             in=['1x28x28x96', '1x28x28x96']  -> out=['1x28x28x96']  consts=[]
 243  DEPTH_TO_SPACE                  in=['1x28x28x96']  -> out=['1x56x56x24']  consts=[]
 244  PAD                             in=['1x56x56x24']  -> out=['1x58x58x24']  consts=['4x2']
 245  DEQUANTIZE                      in=[]  -> out=['1x3x3x24']  consts=['1x3x3x24']
 246  DEQUANTIZE                      in=[]  -> out=['24']  consts=['24']
 247  DEPTHWISE_CONV_2D               in=['1x58x58x24', '1x3x3x24', '24']  -> out=['1x28x28x24']  consts=[]
 248  DEQUANTIZE                      in=[]  -> out=['2x1x1x24']  consts=['2x1x1x24']
 249  DEQUANTIZE                      in=[]  -> out=['2']  consts=['2']
 250  CONV_2D                         in=['1x28x28x24', '2x1x1x24', '2']  -> out=['1x28x28x2']  consts=[]
 251  RESHAPE                         in=['1x28x28x2']  -> out=['1x1568x1']  consts=['3']
 252  DEQUANTIZE                      in=[]  -> out=['24']  consts=['24']
 253  DEQUANTIZE                      in=[]  -> out=['1x3x3x24']  consts=['1x3x3x24']
 254  DEPTHWISE_CONV_2D               in=['1x58x58x24', '1x3x3x24', '24']  -> out=['1x28x28x24']  consts=[]
 255  DEQUANTIZE                      in=[]  -> out=['24']  consts=['24']
 256  DEQUANTIZE                      in=[]  -> out=['24x1x1x24']  consts=['24x1x1x24']
 257  CONV_2D                         in=['1x28x28x24', '24x1x1x24', '24']  -> out=['1x28x28x24']  consts=[]
 258  RESHAPE                         in=['1x28x28x24']  -> out=['1x1568x12']  consts=['3']
 259  PAD                             in=['1x28x28x48']  -> out=['1x30x30x48']  consts=['4x2']
 260  DEQUANTIZE                      in=[]  -> out=['48']  consts=['48']
 261  DEQUANTIZE                      in=[]  -> out=['1x3x3x48']  consts=['1x3x3x48']
 262  DEPTHWISE_CONV_2D               in=['1x30x30x48', '1x3x3x48', '48']  -> out=['1x14x14x48']  consts=[]
 263  DEQUANTIZE                      in=[]  -> out=['2']  consts=['2']
 264  DEQUANTIZE                      in=[]  -> out=['2x1x1x48']  consts=['2x1x1x48']
 265  CONV_2D                         in=['1x14x14x48', '2x1x1x48', '2']  -> out=['1x14x14x2']  consts=[]
 266  RESHAPE                         in=['1x14x14x2']  -> out=['1x392x1']  consts=['3']
